Date,High,Low,Open,Close,Volume,Adj Close
2019-06-07,2217.75,2168.39990234375,2190.0,2210.85009765625,1951213.0,2210.85009765625
2019-06-10,2224.800048828125,2175.449951171875,2215.25,2194.050048828125,2484187.0,2194.050048828125
2019-06-11,2204.0,2181.0,2202.25,2189.85009765625,2393325.0,2189.85009765625
